Price(VND),Acreage,Area,Bedrooms,Floors,Parking,Address,District
45000000000.0,143,5x5m,5,5.0,0,"Đường Lê Bình, Phường Tân Sơn Nhất, Hồ Chí Minh",Phường Tân Sơn Nhất
24000000000.0,95,6x16m,2,2.0,0,"Đường Lê Văn Sỹ, Phường Tân Sơn Hòa, Hồ Chí Minh",Phường Tân Sơn Hòa
50000000000.0,77,4x18m,2,2.0,0,"Đường Calmette, Phường Sài Gòn, Hồ Chí Minh",Phường Sài Gòn
65000000000.0,140,9x18m,2,2.0,0,"Đường Thạch Thị Thanh, Phường Tân Định, Hồ Chí Minh",Quận 1
56000000000.0,49,4x13m,3,3.0,0,"Đường Đông Du, Phường Sài Gòn, Hồ Chí Minh",Phường Sài Gòn
70000000000.0,330,11x22m,2,2.0,0,"Đường Cô Giang, Phường Cầu Ông Lãnh, Hồ Chí Minh",Quận 1
42000000000.0,576,4x30m,5,5.0,0,"Đường Nguyễn Trãi, Phường Bến Thành, Hồ Chí Minh",Quận 1
56000000000.0,373,15x20m,3,3.0,0,"Đường Lê Quý Đôn, Phường Xuân Hòa, Hồ Chí Minh",Phường Xuân Hòa
37000000000.0,260,13x20m,2,2.0,0,"Đường Hoàng Sa, Phường Xuân Hòa, Hồ Chí Minh",Phường Xuân Hòa
41000000000.0,140,14x10m,1,3.0,0,"Đường Phan Kế Bính, Phường Tân Định, Hồ Chí Minh",Quận 1
40000000000.0,873,10x18m,5,5.0,0,"Đường Võ Thị Sáu, Phường Tân Định, Hồ Chí Minh",Quận 1
400000000000.0,613,20x32m,2,2.0,0,"Đường Phạm Ngọc Thạch, Phường Xuân Hòa, Hồ Chí Minh",Phường Xuân Hòa
37000000000.0,72,5x17m,4,4.0,0,"Đường Sư Vạn Hạnh, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
42000000000.0,138,6x21m,2,2.0,0,"Đường Nguyễn Thiện Thuật, Phường Bàn Cờ, Hồ Chí Minh",Phường Bàn Cờ
17000000000.0,100,14x8m,1,1.0,0,"Đường Hoàng Dư Khương, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
225000000000.0,432,10x25m,1,1.0,0,"Đường Tôn Thất Tùng, Phường Bến Thành, Hồ Chí Minh",Quận 1
32000000000.0,65,10x8m,3,3.0,0,"Đường Nguyễn Thị Minh Khai, Phường Tân Định, Hồ Chí Minh",Quận 1
198000000000.0,499,8x18m,5,5.0,0,"Đường Lê Thánh Tôn, Phường Bến Thành, Hồ Chí Minh",Quận 1
63000000000.0,162,10x17m,3,3.0,0,"Đường Phạm Viết Chánh, Phường Cầu Ông Lãnh, Hồ Chí Minh",Quận 1
105000000000.0,1050,21x50m,2,2.0,0,"Đường Nguyễn Kiệm, Phường Đức Nhuận, Hồ Chí Minh",Phường Đức Nhuận
92000000000.0,1042,16x65m,1,1.0,0,"Đường Ung Văn Khiêm, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Phường Thạnh Mỹ Tây
123000000000.0,167,8x20m,1,1.0,0,"Đường Lê Lai, Phường Bến Thành, Hồ Chí Minh",Quận 1
70000000000.0,253,13x20m,1,1.0,0,"Đường Phan Đình Phùng, Phường Cầu Kiệu, Hồ Chí Minh",Phường Cầu Kiệu
37000000000.0,134,8x17m,4,4.0,0,"Đường Nguyễn Minh Hoàng, Phường Bảy Hiền, Hồ Chí Minh",Phường Bảy Hiền
42000000000.0,76,4x18m,5,5.0,0,"Đường Trần Hưng Đạo, Phường Cầu Ông Lãnh, Hồ Chí Minh",Quận 1
45000000000.0,136,4x17m,2,2.0,0,"Đường Calmette, Phường Sài Gòn, Hồ Chí Minh",Phường Sài Gòn
34000000000.0,64,4x16m,5,5.0,0,"Đường Trần Quang Khải, Phường Tân Định, Hồ Chí Minh",Quận 1
36500000000.0,70,4x19m,5,5.0,0,"Đường Nguyễn Văn Thủ, Phường Tân Định, Hồ Chí Minh",Quận 1
270000000000.0,1300,18x28m,4,4.0,0,"Đường 3/2, Phường Vườn Lài, Hồ Chí Minh",Phường Vườn Lài
172000000000.0,400,14x33m,2,2.0,0,"Đường Nam Quốc Cang, Phường Bến Thành, Hồ Chí Minh",Quận 1
80000000000.0,225,15x15m,1,1.0,0,"Đường Mạc Đĩnh Chi, Phường Tân Định, Hồ Chí Minh",Quận 1
88000000000.0,160,7x20m,2,2.0,0,"Đường Nguyễn Trãi, Phường Bến Thành, Hồ Chí Minh",Quận 1
266000000000.0,494,12x24m,3,3.0,0,"Đường Bùi Thị Xuân, Phường Bến Thành, Hồ Chí Minh",Quận 1
60000000000.0,373,12x29m,1,1.0,0,"Đường Lê Quang Định, Phường Bình Thạnh, Hồ Chí Minh",Phường Bình Thạnh
22000000000.0,135,4x30m,3,3.0,1,"Đường Lê Quang Định, Phường Gia Định, Hồ Chí Minh",Phường Gia Định
7500000000.0,51,"4,3x12m",3,1.0,0,"Đường Lạc Long Quân, Phường Tân Hòa, Hồ Chí Minh",Phường Tân Hòa
7550000000.0,45,"4x11,5m",4,2.0,0,"Đường Phạm Văn Hai, Phường Tân Sơn Hòa, Hồ Chí Minh",Phường Tân Sơn Hòa
11850000000.0,45,"3,6x13m",4,2.0,0,"Đường Nguyễn Tiểu La, Phường Diên Hồng, Hồ Chí Minh",Phường Diên Hồng
10620000000.0,43,4x10m,4,3.0,0,"Đường Lê Hồng Phong, Phường Vườn Lài, Hồ Chí Minh",Phường Vườn Lài
8730000000.0,41,"3,8x10,5m",5,3.0,0,"Đường Bùi Thị Xuân, Phường Tân Sơn Hòa, Hồ Chí Minh",Phường Tân Sơn Hòa
6280000000.0,36,"4,1x9m",3,3.0,0,"Đường Hòa Bình, Phường Tân Phú, Hồ Chí Minh",Quận 7
11450000000.0,88,4x22m,3,1.0,0,"Đường Ba Vân, Phường Tân Bình, Hồ Chí Minh",Phường Tân Bình
11860000000.0,45,"3,55x12,5m",4,2.0,0,"Đường Nguyễn Tiểu La, Phường Diên Hồng, Hồ Chí Minh",Phường Diên Hồng
8000000000.0,48,"5x9,5m",4,4.0,0,"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Hồ Chí Minh",Quận Tân Phú
8990000000.0,53,"5,3x10m",6,3.0,0,"Đường Bà Hạt, Phường Diên Hồng, Hồ Chí Minh",Phường Diên Hồng
16460000000.0,78,"4,1x20m",5,3.0,0,"Đường Lý Thái Tổ, Phường Vườn Lài, Hồ Chí Minh",Phường Vườn Lài
8490000000.0,40,"4,4x8,5m",4,3.0,0,"Đường Hòa Hảo, Phường Vườn Lài, Hồ Chí Minh",Phường Vườn Lài
9790000000.0,59,"4x14,7m",4,3.0,0,"Đường Lũy Bán Bích, Phường Tân Sơn Nhì, Hồ Chí Minh",Quận Tân Phú
8750000000.0,38,"4,5x9m",3,2.0,0,"Đường Trần Quang Diệu, Phường Nhiêu Lộc, Hồ Chí Minh",Phường Nhiêu Lộc
12700000000.0,52,4x9m,5,3.0,0,"Đường Đồng Nai, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
16490000000.0,80,"5,5x15m",6,4.0,0,"Đường Lý Thường Kiệt, Phường Tân Hòa, Hồ Chí Minh",Phường Tân Hòa
7600000000.0,107,"7,6x16m",8,3.0,0,"Đường Nguyễn Minh Châu, Phường Tân Phú, Hồ Chí Minh",Quận 7
11980000000.0,60,"3,8x16m",4,2.0,0,"Đường Trần Quang Diệu, Phường Nhiêu Lộc, Hồ Chí Minh",Phường Nhiêu Lộc
6900000000.0,60,"4x14,9m",4,2.0,0,"Đường Âu Cơ, Phường Bảy Hiền, Hồ Chí Minh",Phường Bảy Hiền
8990000000.0,70,"4x17,5m",3,1.0,0,"Đường Vườn Lài, Phường Phú Thọ Hòa, Hồ Chí Minh",Quận Tân Phú
12780000000.0,84,"4,1x20,5m",5,3.0,0,"Đường Nguyễn Hồng Đào, Phường Tân Bình, Hồ Chí Minh",Phường Tân Bình
15980000000.0,54,"3,9x14m",4,2.0,0,"Đường Cách Mạng Tháng Tám, Phường Tân Sơn, Hồ Chí Minh",Phường Tân Sơn
12450000000.0,65,4x16m,4,3.0,0,"Đường Phan Sào Nam, Phường Bảy Hiền, Hồ Chí Minh",Phường Bảy Hiền
12200000000.0,66,"4,1x16m",5,3.0,0,"Đường Đồng Đen, Phường Bảy Hiền, Hồ Chí Minh",Phường Bảy Hiền
12490000000.0,48,3x16m,4,4.0,0,"Đường 3/2, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
11950000000.0,68,4x17m,7,4.0,0,"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Hồ Chí Minh",Quận Tân Phú
7080000000.0,41,"3,5x12m",3,1.0,0,"Đường Lê Văn Sỹ, Phường Tân Sơn Hòa, Hồ Chí Minh",Phường Tân Sơn Hòa
8660000000.0,34,"3,5x9,5m",6,4.0,0,"Đường Hoàng Văn Thụ, Phường Đức Nhuận, Hồ Chí Minh",Phường Đức Nhuận
9890000000.0,62,4x16m,6,2.0,0,"Đường Phạm Phú Thứ, Phường Bảy Hiền, Hồ Chí Minh",Phường Bảy Hiền
7900000000.0,39,"3,9x12,6m",4,2.0,0,"Đường Nguyễn Thị Nhỏ, Phường Tân Hòa, Hồ Chí Minh",Phường Tân Hòa
8100000000.0,63,4x15m,2,,0,"Đường Lạc Long Quân, Phường Tân Hòa, Hồ Chí Minh",Phường Tân Hòa
7800000000.0,42,"4,3x10m",4,1.0,0,"Đường Bùi Thế Mỹ, Phường Bảy Hiền, Hồ Chí Minh",Phường Bảy Hiền
16900000000.0,58,"4x15,900m",6,4.0,0,"Đường Cách Mạng Tháng Tám, Phường Tân Sơn Nhất, Hồ Chí Minh",Phường Tân Sơn Nhất
12500000000.0,61,"4,35x14m",5,2.0,0,"Đường Thành Mỹ, Phường Tân Hòa, Hồ Chí Minh",Phường Tân Hòa
11980000000.0,47,"4x14,5m",5,4.0,0,"Đường Cách Mạng Tháng 8, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
9500000000.0,39,4x10m,4,2.0,0,"Đường Nguyễn Thiện Thuật, Phường Bàn Cờ, Hồ Chí Minh",Phường Bàn Cờ
9690000000.0,46,"5,2x9m",3,2.0,0,"Đường Huỳnh Văn Bánh, Phường Phú Nhuận, Hồ Chí Minh",Phường Phú Nhuận
9090000000.0,59,"3,1x16m",6,3.0,0,"Đường Hồng Lạc, Phường Bảy Hiền, Hồ Chí Minh",Phường Bảy Hiền
10650000000.0,45,4x11m,7,3.0,0,"Đường An Bình, Phường An Đông, Hồ Chí Minh",Phường An Đông
6190000000.0,45,"3,5x13m",2,1.0,0,"Đường Bình Thới, Phường Hòa Bình, Hồ Chí Minh",Phường Hòa Bình
11200000000.0,43,"3,5x10m",5,4.0,0,"Đường Huỳnh Văn Bánh, Phường Phú Nhuận, Hồ Chí Minh",Phường Phú Nhuận
8590000000.0,50,4x13m,3,1.0,0,"Đường Nguyễn Bặc, Phường Tân Sơn Hòa, Hồ Chí Minh",Phường Tân Sơn Hòa
6990000000.0,66,"4,2x16m",2,,0,"Đường Hồng Lạc, Phường Bảy Hiền, Hồ Chí Minh",Phường Bảy Hiền
8670000000.0,34,"3,5x9,5m",6,4.0,0,"Đường Hoàng Văn Thụ, Phường Đức Nhuận, Hồ Chí Minh",Phường Đức Nhuận
5100000000.0,41,"3,5x11,5m",3,1.0,0,"Đường Lạc Long Quân, Phường Bảy Hiền, Hồ Chí Minh",Phường Bảy Hiền
8400000000.0,33,"3,6x9,5m",3,3.0,0,"Đường Hồ Bá Kiện, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
7990000000.0,41,"4,5x9m",4,3.0,0,"Đường Trường Chinh, Phường Tân Bình, Hồ Chí Minh",Phường Tân Bình
6990000000.0,41,"4,5x9,2m",4,3.0,0,"Đường Trường Chinh, Phường Tân Bình, Hồ Chí Minh",Phường Tân Bình
6580000000.0,43,"4,3x9m",4,3.0,0,"Đường Thành Thái, Phường Diên Hồng, Hồ Chí Minh",Phường Diên Hồng
7790000000.0,33,"3,6x9,5m",3,4.0,0,"Đường Hồ Bá Kiện, Phường Hòa Hưng, Hồ Chí Minh",Phường Hòa Hưng
7480000000.0,45,"3,6x14m",3,1.0,0,"Đường Phạm Văn Hai, Phường Tân Sơn Hòa, Hồ Chí Minh",Phường Tân Sơn Hòa
12490000000.0,52,4x13m,4,3.0,0,"Đường Lạc Long Quân, Phường Tân Hòa, Hồ Chí Minh",Phường Tân Hòa
6480000000.0,40,3x13m,3,1.0,0,"Đường Lạc Long Quân, Phường Tân Hòa, Hồ Chí Minh",Phường Tân Hòa
12180000000.0,43,"3,8x12m",5,4.0,0,"Đường Trần Đình Xu, Phường Cầu Ông Lãnh, Hồ Chí Minh",Quận 1
39000000000.0,573,8x25m,3,3.0,1,"Đường Phan Đình Phùng, Phường Cầu Kiệu, Hồ Chí Minh",Phường Cầu Kiệu
30000000000.0,256,4x18m,4,4.0,0,"Đường Nguyễn Trãi, Phường Cầu Ông Lãnh, Hồ Chí Minh",Quận 1
24000000000.0,275,nan,5,5.0,1,"Đường Trương Quyền, Phường Xuân Hòa, Hồ Chí Minh",Phường Xuân Hòa
39000000000.0,192,"4,75x21m",4,2.0,1,"Đường Nguyễn Công Trứ, Phường Sài Gòn, Hồ Chí Minh",Phường Sài Gòn
56000000000.0,127,"8,9x18,55m",4,3.0,1,"Đường Phan Kế Bính, Phường Tân Định, Hồ Chí Minh",Quận 1
115000000000.0,513,9x19m,3,3.0,1,"Đường Phan Kế Bính, Phường Tân Định, Hồ Chí Minh",Quận 1
38000000000.0,138,"4,8x30m",4,4.0,1,"Đường Phan Đăng Lưu, Phường Đức Nhuận, Hồ Chí Minh",Phường Đức Nhuận
36000000000.0,98,nan,4,4.0,0,"Đường Hoa Lan, Phường Cầu Kiệu, Hồ Chí Minh",Phường Cầu Kiệu
45000000000.0,68,nan,4,4.0,1,"Đường Nguyễn Thái Bình, Phường Sài Gòn, Hồ Chí Minh",Phường Sài Gòn
58000000000.0,178,11x28m,0,2.0,1,"Đường Ung Văn Khiêm, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Phường Thạnh Mỹ Tây
35000000000.0,141,"6,1x18m",4,3.0,1,"Đường Trần Nguyên Đán, Phường Tân Định, Hồ Chí Minh",Quận 1
28000000000.0,84,4x21m,1,2.0,1,"Đường Đinh Tiên Hoàng, Phường Tân Định, Hồ Chí Minh",Quận 1
35000000000.0,252,"7,55x16,73m",2,2.0,1,"Đường Cống Quỳnh, Phường Bến Thành, Hồ Chí Minh",Quận 1
6900000000.0,63,"4,5x15m",4,3.0,1,"Đường Lê Văn Khương, Phường Tân Thới Hiệp, Hồ Chí Minh",Quận 12
3700000000.0,50,5x10m,2,2.0,0,"Đường Huỳnh Tấn Phát, Xã Nhà Bè, Hồ Chí Minh",Huyện Nhà Bè
4200000000.0,60,6x10m,3,3.0,1,"Đường Liên Khu 5 - 6, Phường Bình Tân, Hồ Chí Minh",Phường Bình Tân
6200000000.0,32,nan,3,1.0,0,"Đường Điện Biên Phủ, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Phường Thạnh Mỹ Tây
5860000000.0,48,4x12m,3,2.0,1,"Đường 26/3, Phường Bình Hưng Hòa, Hồ Chí Minh",Quận Bình Tân
5600000000.0,98,7x14m,8,2.0,0,"Đường Số 8, Phường Linh Xuân, Hồ Chí Minh",TP Thủ Đức
15970000000.0,120,6x20m,4,4.0,1,"Đường Gò Dầu, Phường Tân Sơn Nhì, Hồ Chí Minh",Quận Tân Phú
9470000000.0,80,4x20m,3,2.0,1,"Đường Sơn Kỳ, Phường Tân Sơn Nhì, Hồ Chí Minh",Quận Tân Phú
5700000000.0,83,5x15m,1,,0,"Đường Số 4, Phường Thủ Đức, Hồ Chí Minh",TP Thủ Đức
3560000000.0,22,"3,1x7m",2,2.0,0,"Đường Thống Nhất, Phường An Hội Đông, Hồ Chí Minh",Phường An Hội Đông
11470000000.0,120,4x30m,4,4.0,1,"Đường Lê Văn Quới, Phường Bình Hưng Hòa, Hồ Chí Minh",Quận Bình Tân
7570000000.0,72,4x18m,5,4.0,1,"Đường Gò Xoài, Phường Bình Hưng Hòa, Hồ Chí Minh",Quận Bình Tân
3570000000.0,24,3x8m,3,4.0,1,"Đường Tân Hòa Đông, Phường Bình Trị Đông, Hồ Chí Minh",Quận Bình Tân
3750000000.0,72,6x12m,3,2.0,1,"Đường Kha Vạn Cân, Phường Thủ Đức, Hồ Chí Minh",TP Thủ Đức
169990000000.0,280,16x20m,4,3.0,1,"Đường Thân Vân Nhiếp, Phường Bình Trưng, Hồ Chí Minh",Phường Bình Trưng
114900000000.0,1300,20x65m,7,2.0,1,"Đường Bùi Tư Toàn, Phường An Lạc, Hồ Chí Minh",Quận Bình Tân
3100000000.0,72,4x18m,3,2.0,0,"Đường Linh Đông, Phường Hiệp Bình, Hồ Chí Minh",TP Thủ Đức
5870000000.0,80,4x20m,2,2.0,1,"Đường Gò Xoài, Phường Bình Hưng Hòa, Hồ Chí Minh",Quận Bình Tân
16500000000.0,82,4x20m,4,3.0,0,"Đường Trần Triệu Luật, Phường Tân Sơn Nhất, Hồ Chí Minh",Phường Tân Sơn Nhất
20000000000.0,120,5x24m,3,,0,"Đường Bàu Cát, Phường Bảy Hiền, Hồ Chí Minh",Phường Bảy Hiền
23900000000.0,80,4x20m,4,3.0,0,"Đường Cư Xá Lữ Gia, Phường Phú Thọ, Hồ Chí Minh",Phường Phú Thọ
16300000000.0,82,6x16m,5,5.0,0,"Đường Lê Văn Huân, Phường Tân Bình, Hồ Chí Minh",Phường Tân Bình
14000000000.0,82,"4,5x20m",6,4.0,0,"Đường C18, Phường Bảy Hiền, Hồ Chí Minh",Phường Bảy Hiền
39900000000.0,269,11x25m,5,2.0,0,"Đường Nguyễn Đức Thuận, Phường Tân Bình, Hồ Chí Minh",Phường Tân Bình
36000000000.0,210,10x21m,7,3.0,0,"Đường Nguyễn Trọng Tuyển, Phường Phú Nhuận, Hồ Chí Minh",Phường Phú Nhuận
26990000000.0,142,7x26m,5,3.0,0,"Đường Núi Thành, Phường Tân Bình, Hồ Chí Minh",Phường Tân Bình
52000000000.0,299,12x27m,4,3.0,0,"Đường Bàu Bàng, Phường Tân Bình, Hồ Chí Minh",Phường Tân Bình
36000000000.0,158,"8,6x20m",5,3.0,0,"Đường Trần Văn Dư, Phường Tân Bình, Hồ Chí Minh",Phường Tân Bình
8470000000.0,72,4x18m,3,3.0,1,"Đường Bờ Bao Tân Thắng, Phường Tân Sơn Nhì, Hồ Chí Minh",Quận Tân Phú
7700000000.0,44,4x13m,4,4.0,0,"Đường Số 11, Phường Thông Tây Hội, Hồ Chí Minh",Phường Thông Tây Hội
150000000000.0,3800,nan,0,,0,"Đường Trần Đại Nghĩa, Xã Tân Nhựt, Hồ Chí Minh",Huyện Bình Chánh
62000000000.0,5000,nan,0,,0,"Đường Trần Văn Giàu, Xã Bình Lợi, Hồ Chí Minh",Huyện Bình Chánh
80000000000.0,5000,nan,0,,0,"Đường Tân Tạo, Phường Tân Tạo, Hồ Chí Minh",Quận Bình Tân
145000000000.0,8345,nan,0,,0,"Đường Số 2, Phường Tân Tạo, Hồ Chí Minh",Quận Bình Tân
72000000000.0,5000,nan,0,,0,"Đường Số 8, Phường Bình Tân, Hồ Chí Minh",Phường Bình Tân
120000000000.0,20000,nan,0,,0,"Đường Trần Đại Nghĩa, Xã Bình Lợi, Hồ Chí Minh",Huyện Bình Chánh
139000000000.0,3800,nan,0,,0,"Đường Hồ Học Lãm, Phường Phú Định, Hồ Chí Minh",Phường Phú Định
145000000000.0,8300,nan,0,,0,"Đường Số 3, Phường Tân Tạo, Hồ Chí Minh",Quận Bình Tân
8570000000.0,84,"4,2x20m",4,4.0,1,"Đường Lê Văn Quới, Phường Bình Hưng Hòa, Hồ Chí Minh",Quận Bình Tân
6500000000.0,55,4x14m,4,4.0,0,"Đường Nguyễn Duy Trinh, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
11970000000.0,64,4x16m,4,5.0,1,"Đường Bờ Bao Tân Thắng, Phường Tân Sơn Nhì, Hồ Chí Minh",Quận Tân Phú
6100000000.0,52,4x13m,5,4.0,0,"Đường Tây Lân, Phường Tân Tạo, Hồ Chí Minh",Quận Bình Tân
3200000000.0,24,6x4m,2,1.0,0,"Đường Quang Trung, Phường Thông Tây Hội, Hồ Chí Minh",Phường Thông Tây Hội
7270000000.0,56,4x14m,2,3.0,1,"Đường Nguyễn Sơn, Phường Phú Thạnh, Hồ Chí Minh",Quận Tân Phú
10200000000.0,206,9x23m,4,2.0,1,"Đường Thới Tam Thôn 14, Xã Đông Thạnh, Hồ Chí Minh",Huyện Hóc Môn
10460000000.0,100,4x25m,2,2.0,1,"Đường Nguyễn Sơn, Phường Phú Thạnh, Hồ Chí Minh",Quận Tân Phú
7070000000.0,90,5x18m,4,3.0,1,"Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Hồ Chí Minh",Quận Bình Tân
10970000000.0,100,5x20m,5,4.0,1,"Đường Gò Xoài, Phường Bình Hưng Hòa, Hồ Chí Minh",Quận Bình Tân
5200000000.0,50,"4,2x12m",4,3.0,1,"Đường Nguyễn Xiển, Phường Long Phước, Hồ Chí Minh",TP Thủ Đức
12600000000.0,75,5x15m,3,2.0,1,"Đường Liên Phường, Phường Phước Long, Hồ Chí Minh",Đường Liên Phường
8500000000.0,98,"3,6x22m",2,,1,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
10500000000.0,74,4x19m,3,2.0,1,"Đường Lê Văn Thịnh, Phường Cát Lái, Hồ Chí Minh",TP Thủ Đức
10500000000.0,57,"6,5x10m",3,3.0,1,"Đường Nguyễn Duy Trinh, Phường Bình Trưng, Hồ Chí Minh",Phường Bình Trưng
3150000000.0,28,4x7m,2,1.0,1,"Đường Quang Trung, Phường Thông Tây Hội, Hồ Chí Minh",Phường Thông Tây Hội
9900000000.0,106,6x18m,5,4.0,1,"Đường Lê Văn Thịnh, Phường Cát Lái, Hồ Chí Minh",TP Thủ Đức
9800000000.0,88,4x22m,2,,1,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
17800000000.0,100,6x16m,3,3.0,1,"Đường Võ Chí Công, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
6400000000.0,67,4x17m,4,3.0,1,"Đường Lã Xuân Oai, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
16000000000.0,108,6x18m,3,3.0,1,"Đường Nguyễn Duy Trinh, Phường Bình Trưng, Hồ Chí Minh",Phường Bình Trưng
6200000000.0,64,nan,3,1.0,0,"Đường Dương Đình Hội, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
16900000000.0,119,"7,5x17,5m",3,2.0,1,"Đường Liên Phường, Phường Phước Long, Hồ Chí Minh",Đường Liên Phường
14200009000.0,120,6x20m,0,,0,"Đường Liên Phường, Phường Phước Long, Hồ Chí Minh",Đường Liên Phường
10500000000.0,117,7x17m,2,,1,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
6200000000.0,64,"4,5x17m",3,1.0,0,"Đường Dương Đình Hội, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
9800000000.0,76,5x19m,4,3.0,0,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
4900000000.0,66,"5,5x12m",0,,0,"Đường Bưng Ông Thoàn, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
6250000000.0,56,4x14m,0,,1,"Đường Liên Phường, Phường Phước Long, Hồ Chí Minh",Đường Liên Phường
6800000000.0,84,7x12m,3,,0,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
12500000000.0,80,4x20m,4,4.0,1,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
9700000000.0,56,4x14m,4,3.0,0,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
9900000000.0,80,"5,8x14m",4,3.0,0,"Đường Nguyễn Duy Trinh, Phường Bình Trưng, Hồ Chí Minh",Phường Bình Trưng
5950000000.0,58,"4,45x13m",2,1.0,1,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
28000000000.0,192,8x24m,5,3.0,0,"Đường Nguyễn Duy Trinh, Phường Bình Trưng, Hồ Chí Minh",Phường Bình Trưng
14500000000.0,115,"8x14,3m",3,2.0,1,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
4250000000.0,68,5x13m,0,,0,"Đại lộ 3, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
6300000000.0,91,"5,3x17,1m",0,,0,"Đường Lê Văn Thịnh, Phường Bình Trưng, Hồ Chí Minh",Phường Bình Trưng
10500000000.0,281,12x23m,0,,0,"Đường Lò Lu, Phường Long Phước, Hồ Chí Minh",TP Thủ Đức
8300000000.0,103,"4,3x24m",0,,0,"Đường Lê Đình Quản, Phường Cát Lái, Hồ Chí Minh",TP Thủ Đức
8800000000.0,104,"4,7x22m",0,,1,"Đường Nguyễn Đôn Tiết, Phường Bình Trưng, Hồ Chí Minh",Phường Bình Trưng
20000000000.0,450,20x23m,0,,0,"Đường Bưng Ông Thoàn, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
14500000000.0,120,7x17m,0,,0,"Đường Nguyễn Văn Bá, Phường Thủ Đức, Hồ Chí Minh",TP Thủ Đức
14900000000.0,186,8x23m,0,,1,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
11700000000.0,160,8x20m,0,,0,"Đường Bưng Ông Thoàn, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
8200000000.0,104,"4,7x23m",0,,0,"Đường Nguyễn Đôn Tiết, Phường Bình Trưng, Hồ Chí Minh",Phường Bình Trưng
4950000000.0,50,5x10m,0,,0,"Đường Làng Tăng Phú, Phường Tăng Nhơn Phú, Hồ Chí Minh",Phường Tăng Nhơn Phú
5500000000.0,70,4x20m,2,,0,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
9400000000.0,86,"5,3x15m",0,,1,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
14200000000.0,120,6x20m,0,,0,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
6850000000.0,62,"4,5x15m",0,,1,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
14200000000.0,120,6x20m,0,,1,"Đường Liên Phường, Phường Phước Long, Hồ Chí Minh",Đường Liên Phường
5750000000.0,65,"4,3x13,5m",0,,1,"Đường Bưng Ông Thoàn, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
7500000000.0,87,"5x17,5m",0,,1,"Đường Bưng Ông Thoàn, Phường Long Trường, Hồ Chí Minh",TP Thủ Đức
8800000000.0,97,"4,5x21m",0,,0,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
16800000000.0,177,6x30m,0,,0,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
10800000000.0,82,"5,1x16,2m",0,,1,"Đường Tây Hòa, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
10800000000.0,83,"5,1x16,2m",0,,1,"Đường Tây Hòa, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
6300000000.0,56,"4,5x12,4m",0,,1,"Đường Đỗ Xuân Hợp, Phường Phước Long, Hồ Chí Minh",Phường Phước Long
